"WasdeNumber","ReportDate","ReportTitle","Attribute","ReliabilityProjection","Commodity","Region","MarketYear","ProjEstFlag","AnnualQuarterFlag","Value","Unit","ReleaseDate","ReleaseTime","ForecastYear","ForecastMonth"
"647","April 2024","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Beginning Stocks","","Sugar","Mexico","2022/23","Est.","Annual","964.00","1000 Metric Tons, Actual Weight","2024-04-11","12:00:00.0000000","2024","4"
"647","April 2024","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Domestic","","Sugar","Mexico","2022/23","Est.","Annual","4627.00","1000 Metric Tons, Actual Weight","2024-04-11","12:00:00.0000000","2024","4"
"647","April 2024","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Ending Stocks","","Sugar","Mexico","2022/23","Est.","Annual","835.00","1000 Metric Tons, Actual Weight","2024-04-11","12:00:00.0000000","2024","4"
"647","April 2024","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Exports","","Sugar","Mexico","2022/23","Est.","Annual","1011.00","1000 Metric Tons, Actual Weight","2024-04-11","12:00:00.0000000","2024","4"
"647","April 2024","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Imports","","Sugar","Mexico","2022/23","Est.","Annual","285.00","1000 Metric Tons, Actual Weight","2024-04-11","12:00:00.0000000","2024","4"
"647","April 2024","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Production","","Sugar","Mexico","2022/23","Est.","Annual","5224.00","1000 Metric Tons, Actual Weight","2024-04-11","12:00:00.0000000","2024","4"
"647","April 2024","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Beginning Stocks","","Sugar","Mexico","2023/24","Proj.","Annual","835.00","1000 Metric Tons, Actual Weight","2024-04-11","12:00:00.0000000","2024","4"
"647","April 2024","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Domestic","","Sugar","Mexico","2023/24","Proj.","Annual","4618.00","1000 Metric Tons, Actual Weight","2024-04-11","12:00:00.0000000","2024","4"
"647","April 2024","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Ending Stocks","","Sugar","Mexico","2023/24","Proj.","Annual","894.00","1000 Metric Tons, Actual Weight","2024-04-11","12:00:00.0000000","2024","4"
"647","April 2024","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Exports","","Sugar","Mexico","2023/24","Proj.","Annual","471.00","1000 Metric Tons, Actual Weight","2024-04-11","12:00:00.0000000","2024","4"
"647","April 2024","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Imports","","Sugar","Mexico","2023/24","Proj.","Annual","575.00","1000 Metric Tons, Actual Weight","2024-04-11","12:00:00.0000000","2024","4"
"647","April 2024","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Production","","Sugar","Mexico","2023/24","Proj.","Annual","4572.00","1000 Metric Tons, Actual Weight","2024-04-11","12:00:00.0000000","2024","4"
"647","April 2024","Reliability of April Projections","Domestic Use","above_final","Coarse Grain","Foreign","","","Annual","17.00","Years","2024-04-11","12:00:00.0000000","2024","4"
"647","April 2024","Reliability of April Projections","Domestic Use","average","Coarse Grain","Foreign","","","Annual","6.20","Million Metric Tons","2024-04-11","12:00:00.0000000","2024","4"
"647","April 2024","Reliability of April Projections","Domestic Use","below_final","Coarse Grain","Foreign","","","Annual","25.00","Years","2024-04-11","12:00:00.0000000","2024","4"
"647","April 2024","Reliability of April Projections","Domestic Use","confidence_interval","Coarse Grain","Foreign","","","Annual","1.70","Percent","2024-04-11","12:00:00.0000000","2024","4"
"647","April 2024","Reliability of April Projections","Domestic Use","largest","Coarse Grain","Foreign","","","Annual","22.70","Million Metric Tons","2024-04-11","12:00:00.0000000","2024","4"
"647","April 2024","Reliability of April Projections","Domestic Use","root_mean_square_error","Coarse Grain","Foreign","","","Annual","1.00","Percent","2024-04-11","12:00:00.0000000","2024","4"
