"WasdeNumber","ReportDate","ReportTitle","Attribute","ReliabilityProjection","Commodity","Region","MarketYear","ProjEstFlag","AnnualQuarterFlag","Value","Unit","ReleaseDate","ReleaseTime","ForecastYear","ForecastMonth"
"643","December 2023","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Beginning Stocks","","Sugar","Mexico","2022/23","Est.","Annual","964.00","1000 Metric Tons, Actual Weight","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Domestic","","Sugar","Mexico","2022/23","Est.","Annual","4627.00","1000 Metric Tons, Actual Weight","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Ending Stocks","","Sugar","Mexico","2022/23","Est.","Annual","835.00","1000 Metric Tons, Actual Weight","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Exports","","Sugar","Mexico","2022/23","Est.","Annual","1011.00","1000 Metric Tons, Actual Weight","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Imports","","Sugar","Mexico","2022/23","Est.","Annual","285.00","1000 Metric Tons, Actual Weight","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Production","","Sugar","Mexico","2022/23","Est.","Annual","5224.00","1000 Metric Tons, Actual Weight","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Beginning Stocks","","Sugar","Mexico","2023/24","Proj.","Annual","835.00","1000 Metric Tons, Actual Weight","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Domestic","","Sugar","Mexico","2023/24","Proj.","Annual","4648.00","1000 Metric Tons, Actual Weight","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Ending Stocks","","Sugar","Mexico","2023/24","Proj.","Annual","900.00","1000 Metric Tons, Actual Weight","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Exports","","Sugar","Mexico","2023/24","Proj.","Annual","856.00","1000 Metric Tons, Actual Weight","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Imports","","Sugar","Mexico","2023/24","Proj.","Annual","286.00","1000 Metric Tons, Actual Weight","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Production","","Sugar","Mexico","2023/24","Proj.","Annual","5283.00","1000 Metric Tons, Actual Weight","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Domestic Use","above_final","Coarse Grain","Foreign","","","Annual","16.00","Years","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Domestic Use","average","Coarse Grain","Foreign","","","Annual","9.60","Million Metric Tons","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Domestic Use","below_final","Coarse Grain","Foreign","","","Annual","26.00","Years","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Domestic Use","confidence_interval","Coarse Grain","Foreign","","","Annual","2.50","Percent","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Domestic Use","largest","Coarse Grain","Foreign","","","Annual","36.90","Million Metric Tons","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Domestic Use","root_mean_square_error","Coarse Grain","Foreign","","","Annual","1.50","Percent","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Domestic Use","smallest","Coarse Grain","Foreign","","","Annual",".30","Million Metric Tons","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Ending Stocks","above_final","Coarse Grain","Foreign","","","Annual","8.00","Years","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Ending Stocks","average","Coarse Grain","Foreign","","","Annual","13.10","Million Metric Tons","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Ending Stocks","below_final","Coarse Grain","Foreign","","","Annual","34.00","Years","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Ending Stocks","confidence_interval","Coarse Grain","Foreign","","","Annual","23.50","Percent","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Ending Stocks","largest","Coarse Grain","Foreign","","","Annual","143.90","Million Metric Tons","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Ending Stocks","root_mean_square_error","Coarse Grain","Foreign","","","Annual","14.00","Percent","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Ending Stocks","smallest","Coarse Grain","Foreign","","","Annual",".10","Million Metric Tons","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Exports","above_final","Coarse Grain","Foreign","","","Annual","14.00","Years","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Exports","average","Coarse Grain","Foreign","","","Annual","7.00","Million Metric Tons","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Exports","below_final","Coarse Grain","Foreign","","","Annual","27.00","Years","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Exports","confidence_interval","Coarse Grain","Foreign","","","Annual","19.30","Percent","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Exports","largest","Coarse Grain","Foreign","","","Annual","27.10","Million Metric Tons","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Exports","root_mean_square_error","Coarse Grain","Foreign","","","Annual","11.50","Percent","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Exports","smallest","Coarse Grain","Foreign","","","Annual",".00","Million Metric Tons","2023-12-08","12:00:00.0000000","2023","12"
"643","December 2023","Reliability of December Projections","Production","above_final","Coarse Grain","Foreign","","","Annual","12.00","Years","2023-12-08","12:00:00.0000000","2023","12"
