"WasdeNumber","ReportDate","ReportTitle","Attribute","ReliabilityProjection","Commodity","Region","MarketYear","ProjEstFlag","AnnualQuarterFlag","Value","Unit","ReleaseDate","ReleaseTime","ForecastYear","ForecastMonth"
"670","April 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Beginning Stocks","","Sugar","Mexico","2024/25","Est.","Annual","1418.00","1000 Metric Tons, Actual Weight","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Domestic","","Sugar","Mexico","2024/25","Est.","Annual","4210.00","1000 Metric Tons, Actual Weight","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Ending Stocks","","Sugar","Mexico","2024/25","Est.","Annual","1123.00","1000 Metric Tons, Actual Weight","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Exports","","Sugar","Mexico","2024/25","Est.","Annual","1023.00","1000 Metric Tons, Actual Weight","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Imports","","Sugar","Mexico","2024/25","Est.","Annual","167.00","1000 Metric Tons, Actual Weight","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Production","","Sugar","Mexico","2024/25","Est.","Annual","4771.00","1000 Metric Tons, Actual Weight","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Beginning Stocks","","Sugar","Mexico","2025/26","Proj.","Annual","1123.00","1000 Metric Tons, Actual Weight","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Domestic","","Sugar","Mexico","2025/26","Proj.","Annual","4297.00","1000 Metric Tons, Actual Weight","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Ending Stocks","","Sugar","Mexico","2025/26","Proj.","Annual","1068.00","1000 Metric Tons, Actual Weight","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Exports","","Sugar","Mexico","2025/26","Proj.","Annual","935.00","1000 Metric Tons, Actual Weight","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Imports","","Sugar","Mexico","2025/26","Proj.","Annual","52.00","1000 Metric Tons, Actual Weight","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Production","","Sugar","Mexico","2025/26","Proj.","Annual","5125.00","1000 Metric Tons, Actual Weight","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Domestic Use","above_final","Coarse Grain","Foreign","","","Annual","18.00","Years","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Domestic Use","average","Coarse Grain","Foreign","","","Annual","6.50","Million Metric Tons","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Domestic Use","below_final","Coarse Grain","Foreign","","","Annual","26.00","Years","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Domestic Use","confidence_interval","Coarse Grain","Foreign","","","Annual","1.70","Percent","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Domestic Use","largest","Coarse Grain","Foreign","","","Annual","22.70","Million Metric Tons","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Domestic Use","root_mean_square_error","Coarse Grain","Foreign","","","Annual","1.00","Percent","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Domestic Use","smallest","Coarse Grain","Foreign","","","Annual",".20","Million Metric Tons","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Ending Stocks","above_final","Coarse Grain","Foreign","","","Annual","6.00","Years","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Ending Stocks","average","Coarse Grain","Foreign","","","Annual","10.40","Million Metric Tons","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Ending Stocks","below_final","Coarse Grain","Foreign","","","Annual","38.00","Years","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Ending Stocks","confidence_interval","Coarse Grain","Foreign","","","Annual","19.50","Percent","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Ending Stocks","largest","Coarse Grain","Foreign","","","Annual","144.90","Million Metric Tons","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Ending Stocks","root_mean_square_error","Coarse Grain","Foreign","","","Annual","11.60","Percent","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Ending Stocks","smallest","Coarse Grain","Foreign","","","Annual",".50","Million Metric Tons","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Exports","above_final","Coarse Grain","Foreign","","","Annual","12.00","Years","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Exports","average","Coarse Grain","Foreign","","","Annual","4.90","Million Metric Tons","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Exports","below_final","Coarse Grain","Foreign","","","Annual","32.00","Years","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Exports","confidence_interval","Coarse Grain","Foreign","","","Annual","12.00","Percent","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Exports","largest","Coarse Grain","Foreign","","","Annual","21.20","Million Metric Tons","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Exports","root_mean_square_error","Coarse Grain","Foreign","","","Annual","7.10","Percent","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Exports","smallest","Coarse Grain","Foreign","","","Annual",".30","Million Metric Tons","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Production","above_final","Coarse Grain","Foreign","","","Annual","9.00","Years","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Production","average","Coarse Grain","Foreign","","","Annual","9.10","Million Metric Tons","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Production","below_final","Coarse Grain","Foreign","","","Annual","35.00","Years","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Production","confidence_interval","Coarse Grain","Foreign","","","Annual","2.40","Percent","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Production","largest","Coarse Grain","Foreign","","","Annual","42.10","Million Metric Tons","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Production","root_mean_square_error","Coarse Grain","Foreign","","","Annual","1.50","Percent","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Production","smallest","Coarse Grain","Foreign","","","Annual",".30","Million Metric Tons","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Domestic Use","above_final","Cotton","Foreign","","","Annual","18.00","Years","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Domestic Use","average","Cotton","Foreign","","","Annual","1.60","Million 480-Pounds Bales","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Domestic Use","below_final","Cotton","Foreign","","","Annual","26.00","Years","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Domestic Use","confidence_interval","Cotton","Foreign","","","Annual","3.70","Percent","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Domestic Use","largest","Cotton","Foreign","","","Annual","7.80","Million 480-Pounds Bales","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Domestic Use","root_mean_square_error","Cotton","Foreign","","","Annual","2.20","Percent","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Domestic Use","smallest","Cotton","Foreign","","","Annual",".20","Million 480-Pounds Bales","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Ending Stocks","above_final","Cotton","Foreign","","","Annual","19.00","Years","2026-04-09","12:00:00.0000000","2026","4"
"670","April 2026","Reliability of April Projections","Ending Stocks","average","Cotton","Foreign","","","Annual","3.10","Million 480-Pounds Bales","2026-04-09","12:00:00.0000000","2026","4"
